#0)model 1)rv 2)Rgc 3)Z 4)N(x10^5) 5)t_merge(Myr) 6)id1 7)id2 8)m1 9)m2 10)spin1 11)spin2 12)v_kick 13)v_esc 14)channel 15)id_merger 16)m_merger 17)spin_merger 18)a_final (AU) 19)e_final
# merger channels: 1)ejected 2)in-cluster binary 3) in cluster 3-body 4) in cluster 4 body 5) in cluster 2-body GW capture
149 2.0 20.0 0.002 1.0 1179.02364529 7028141.0 15965027.0 40.8274 41.278 0.0 0.0 3.15915 134.641 2 7028141.0 78.1424 0.686444 0.0117785 0.858167
149 2.0 20.0 0.002 1.0 1179.54945649 8902091.0 12494743.0 40.9588 27.3256 0.0 0.0 107.225 144.322 5 8902091.0 65.2085 0.66449 0.370246 0.99965
149 2.0 20.0 0.002 1.0 1188.51359904 10710626.0 12003753.0 40.2341 41.8036 0.0 0.0 11.0059 137.49 2 10710626.0 78.0802 0.68626 0.0038737 0.126338
149 2.0 20.0 0.002 1.0 1199.40921019 873071.0 1982064.0 29.3115 41.6472 0.0 0.0 94.9729 146.812 3 11373071.0 67.7076 0.669833 0.000193906 0.808287
149 2.0 20.0 0.002 1.0 1204.20882327 2304523.0 15459860.0 76.1771 39.5928 0.686381 0.0 1172.12 148.658 2 2304523.0 110.968 0.635514 0.00353061 0.0680176
149 2.0 20.0 0.002 1.0 1215.84276326 10710626.0 15569345.0 78.0802 41.3164 0.68626 0.0 218.457 156.772 2 10710626.0 115.288 0.538713 0.00495278 0.383755
149 2.0 20.0 0.002 1.0 1231.81877822 3334105.0 14486770.0 41.7084 38.2086 0.0 0.0 25.1262 133.075 2 3334105.0 76.0721 0.68541 0.00755368 0.662424
149 2.0 20.0 0.002 1.0 1237.53546045 3334105.0 7458198.0 76.0721 38.8014 0.68541 0.0 212.116 124.89 2 3334105.0 110.045 0.64378 0.00675387 0.148006
149 2.0 20.0 0.002 1.0 1239.06810906 7028141.0 6731886.0 78.1424 41.7893 0.686444 0.0 754.096 151.153 5 7028141.0 114.94 0.634641 0.00284748 0.982629
149 2.0 20.0 0.002 1.0 1239.23702328 9994568.0 10529964.0 28.8522 40.5662 0.0 0.0 92.472 116.167 2 9994568.0 66.2283 0.670799 0.00443504 0.473661
149 2.0 20.0 0.002 1.0 1243.23598547 8798744.0 10644496.0 41.6562 41.2416 0.0 0.0 2.87873 71.4392 2 8798744.0 78.8966 0.686447 0.00628792 0.131649
149 2.0 20.0 0.002 1.0 1246.35429876 7608981.0 11373071.0 41.4644 67.7076 0.0 0.669833 234.574 145.523 2 7608981.0 103.334 0.739604 0.00556839 0.242152
149 2.0 20.0 0.002 1.0 1251.92747205 11122187.0 6612997.0 41.5292 41.7354 0.0 0.0 1.42549 142.108 3 11122188.0 79.2455 0.686457 0.000256997 0.599542
149 2.0 20.0 0.002 1.0 1257.6731305 8735248.0 10661321.0 34.8529 41.3087 0.0 0.0 48.1992 145.461 2 8735248.0 72.5301 0.682524 0.00466205 0.164523
149 2.0 20.0 0.002 1.0 1268.23522633 10815547.0 11122188.0 40.4516 79.2455 0.0 0.686457 1279.62 116.172 2 10815547.0 114.972 0.613137 0.00262322 0.050209
149 2.0 20.0 0.002 1.0 1268.60629288 10762514.0 11264876.0 40.052 40.502 0.0 0.0 3.21538 142.602 2 10762514.0 76.6658 0.686443 0.00484979 0.35052
149 2.0 20.0 0.002 1.0 1273.47959539 11108079.0 10762514.0 40.5492 76.6658 0.0 0.686443 406.855 147.879 3 10762516.0 113.241 0.530492 0.000492046 0.175776
149 2.0 20.0 0.002 1.0 1286.31485189 8798744.0 13878088.0 78.8966 41.0402 0.686447 0.0 544.247 122.244 2 8798744.0 116.038 0.508026 0.00445767 0.366275
149 2.0 20.0 0.002 1.0 1301.91756757 11956487.0 14378949.0 41.5157 40.9368 0.0 0.0 4.04111 71.7853 2 11956487.0 78.4728 0.686433 0.00262943 0.248882
149 2.0 20.0 0.002 1.0 1302.93379599 10584047.0 11486826.0 43.2419 34.4255 0.682286 0.0 353.291 90.6477 2 10584047.0 74.4365 0.616429 0.00566133 0.100327
149 2.0 20.0 0.002 1.0 1309.70098577 7749029.0 9430238.0 38.7958 40.172 0.0 0.0 10.0265 113.345 2 7749029.0 75.158 0.686294 0.00557045 0.139384
149 2.0 20.0 0.002 1.0 1328.47203715 9994568.0 10868717.0 66.2283 37.5474 0.670799 0.0 1070.87 65.8689 2 9994568.0 99.3523 0.641658 0.00891128 0.254454
149 2.0 20.0 0.002 1.0 1333.53631677 7051531.0 10818597.0 42.065 43.0879 0.0 0.0 6.91297 143.64 2 7051531.0 81.0436 0.686381 0.00371227 0.130462
149 2.0 20.0 0.002 1.0 1334.29223132 8208418.0 14272090.0 41.5461 23.8576 0.0 0.0 136.701 144.663 2 8208418.0 62.6282 0.645894 0.0796399 0.985641
149 2.0 20.0 0.002 1.0 1340.46270551 8318405.0 11326545.0 41.8449 41.7698 0.0 0.0 0.516555 148.682 2 8318405.0 79.5786 0.68646 0.00236149 0.187286
149 2.0 20.0 0.002 1.0 1359.37959476 7749029.0 8318405.0 75.158 79.5786 0.686294 0.68646 216.27 91.706 2 7749029.0 145.063 0.788737 0.00669165 0.0275502
149 2.0 20.0 0.002 1.0 1363.1563165 8735248.0 15544407.0 72.5301 35.6547 0.682524 0.0 284.44 102.665 2 8735248.0 105.051 0.440725 0.00636469 0.270164
149 2.0 20.0 0.002 1.0 1369.97127874 7051531.0 9212162.0 81.0436 41.5422 0.686381 0.0 182.79 123.484 2 7051531.0 118.481 0.526611 0.00780999 0.203244
149 2.0 20.0 0.002 1.0 1381.42452959 10589887.0 14660352.0 40.4265 39.1047 0.0 0.0 9.56253 151.056 2 10589887.0 75.694 0.686309 0.459343 0.998522
149 2.0 20.0 0.002 1.0 1394.75179621 5640091.0 9110509.0 41.546 31.5254 0.0 0.0 76.4302 139.368 5 5640091.0 69.6564 0.676135 2.0157 0.999892
149 2.0 20.0 0.002 1.0 1397.66381597 2542109.0 4185054.0 29.4041 42.1243 0.0 0.0 96.9132 136.34 2 2542109.0 68.2594 0.669056 0.002621 0.0460835
149 2.0 20.0 0.002 1.0 1404.60877197 11039627.0 16126054.0 42.3802 30.8785 0.0 0.0 86.6154 114.29 2 11039627.0 69.8695 0.672913 0.0030221 0.0131542
149 2.0 20.0 0.002 1.0 1407.40084944 12548057.0 10531983.0 40.4259 41.0638 0.0 0.0 4.50544 149.189 5 12548057.0 77.5567 0.686427 11.433 0.999968
149 2.0 20.0 0.002 1.0 1407.79518231 6350743.0 11956487.0 36.8167 78.4728 0.0 0.686433 767.555 142.815 3 11956488.0 110.102 0.686443 0.000322053 0.770344
149 2.0 20.0 0.002 1.0 1410.0380425 409091.0 3562073.0 36.7747 41.591 0.0 0.0 35.1515 132.724 2 409091.0 74.6073 0.684392 0.00501911 0.120178
149 2.0 20.0 0.002 1.0 1424.24023526 11376179.0 12071093.0 35.4376 31.9538 0.0 0.0 29.6224 138.708 2 11376179.0 64.1533 0.684997 0.00466028 0.151333
149 2.0 20.0 0.002 1.0 1427.16632939 5496015.0 12100219.0 38.9535 38.1792 0.0 0.0 5.77752 136.06 5 5496015.0 73.4101 0.686405 1.70497 0.999873
149 2.0 20.0 0.002 1.0 1427.81581292 3405159.0 11889850.0 41.6675 40.9244 0.0 0.0 5.17841 136.894 2 3405159.0 78.6058 0.686416 0.00447168 0.426924
149 2.0 20.0 0.002 1.0 1428.5459067 2542109.0 5496015.0 68.2594 73.4101 0.669056 0.686405 1252.78 137.462 2 2542109.0 136.588 0.533834 0.00600538 0.500509
149 2.0 20.0 0.002 1.0 1450.36048205 409091.0 12548057.0 74.6073 77.5567 0.684392 0.686427 1905.42 138.885 4 10909092.0 142.057 0.810091 0.000425944 0.765269
149 2.0 20.0 0.002 1.0 1458.36246199 3405159.0 10713487.0 78.6058 36.6797 0.686416 0.0 202.164 142.628 2 3405159.0 110.8 0.615818 0.00623268 0.226507
149 2.0 20.0 0.002 1.0 1462.02434246 11218267.0 11376179.0 39.0662 64.1533 0.0 0.684997 615.007 124.471 2 11218267.0 97.0416 0.789834 0.0390868 0.974112
149 2.0 20.0 0.002 1.0 1466.16190526 2003621.0 11804174.0 41.7455 40.9619 0.0 0.0 5.45315 134.759 2 2003621.0 78.7157 0.686411 0.00591844 0.462779
149 2.0 20.0 0.002 1.0 1472.6469738 13338700.0 14767099.0 41.378 38.6599 0.0 0.0 19.5104 161.268 4 13338702.0 76.1821 0.685829 0.000228718 0.728056
149 2.0 20.0 0.002 1.0 1472.76636019 7130684.0 2003621.0 38.1109 78.7157 0.0 0.686411 937.75 145.874 3 12503621.0 112.921 0.532175 0.000375816 0.534244
149 2.0 20.0 0.002 1.0 1477.83581382 5349063.0 10907878.0 34.0804 37.7517 0.0 0.0 29.2898 146.123 2 5349063.0 68.3801 0.68503 0.00322722 0.0518564
149 2.0 20.0 0.002 1.0 1486.42407983 7513601.0 15961043.0 19.6633 41.3685 0.0 0.0 162.19 143.709 3 15961044.0 58.6875 0.615591 0.383017 0.99999
149 2.0 20.0 0.002 1.0 1487.06353182 8991665.0 15961044.0 41.8334 58.6875 0.0 0.615591 573.505 139.874 2 8991665.0 96.6126 0.586782 0.00715661 0.512312
149 2.0 20.0 0.002 1.0 1489.70036499 5349063.0 11198970.0 68.3801 40.5883 0.68503 0.0 740.593 142.765 3 11198971.0 103.893 0.67939 0.000346074 0.556311
149 2.0 20.0 0.002 1.0 1490.73314785 6985475.0 14635439.0 26.9393 35.1935 0.0 0.0 74.1889 146.801 3 14635440.0 59.2232 0.676773 0.000168938 0.815721
149 2.0 20.0 0.002 1.0 1497.71245004 6163308.0 11131380.0 29.9787 40.1157 0.0 0.0 80.3063 105.199 2 6163308.0 66.8304 0.674973 0.00323714 0.13841
149 2.0 20.0 0.002 1.0 1505.68923818 3278887.0 13338702.0 32.732 76.1821 0.0 0.685829 1142.97 138.923 3 13338703.0 104.543 0.642909 0.000326216 0.648735
149 2.0 20.0 0.002 1.0 1505.87801625 4558029.0 10797606.0 36.1194 39.9399 0.0 0.0 28.7898 115.904 2 4558029.0 72.4037 0.685079 0.00656486 0.233931
149 2.0 20.0 0.002 1.0 1514.28376583 8344473.0 10640515.0 40.9718 38.8152 0.0 0.0 15.5391 145.641 4 10640516.0 75.9405 0.68606 8.73106e-310 2.33583e-310
149 2.0 20.0 0.002 1.0 1528.4736408 10994495.0 10730035.0 39.8764 32.3833 0.0 0.0 58.6041 135.151 3 10730037.0 68.8354 0.680565 0.000192482 0.85854
149 2.0 20.0 0.002 1.0 1530.31593186 11565678.0 2447494.0 29.6988 29.163 0.0 0.0 5.23867 134.6 5 11565678.0 56.0209 0.686415 0.446614 0.999726
149 2.0 20.0 0.002 1.0 1539.63447525 7632264.0 10502724.0 41.6647 40.2995 0.0 0.0 9.58306 45.7635 2 7632264.0 78.0096 0.686308 0.00447965 0.41204
149 2.0 20.0 0.002 1.0 1540.53366951 4558029.0 9582530.0 72.4037 41.7801 0.685079 0.0 713.844 140.976 2 4558029.0 110.187 0.540696 0.00604559 0.565066
149 2.0 20.0 0.002 1.0 1541.35982669 1116425.0 13056588.0 30.4039 40.7826 0.0 0.0 80.9118 138.892 3 11616426.0 67.8736 0.674785 0.000200233 0.754925
149 2.0 20.0 0.002 1.0 1560.86618121 8237562.0 14635440.0 28.8558 59.2232 0.0 0.676773 839.429 147.382 2 8237562.0 84.3585 0.651379 0.00180535 0.0801542
149 2.0 20.0 0.002 1.0 1564.20940527 12011005.0 13545909.0 41.7406 41.0147 0.0 0.0 5.04867 135.601 2 12011005.0 78.7612 0.686418 0.00562625 0.159704
149 2.0 20.0 0.002 1.0 1566.30963762 11989370.0 12245413.0 40.8107 41.7261 0.0 0.0 6.38308 141.569 3 11989372.0 78.5536 0.686393 0.000342251 0.190245
149 2.0 20.0 0.002 1.0 1567.32913009 4160549.0 9403903.0 41.5235 36.8066 0.0 0.0 34.45 139.266 2 4160549.0 74.5725 0.684475 0.00351461 0.0231562
149 2.0 20.0 0.002 1.0 1572.66106544 15429140.0 7141664.0 41.3826 41.7558 0.0 0.0 2.58389 134.803 5 15429140.0 79.1255 0.686449 0.752025 0.999758
149 2.0 20.0 0.002 1.0 1575.67521616 4160549.0 10883586.0 74.5725 40.9221 0.684475 0.0 875.76 140.299 2 4160549.0 109.961 0.698496 0.00463897 0.317884
149 2.0 20.0 0.002 1.0 1619.68349583 9335973.0 11735757.0 39.2816 33.1512 0.0 0.0 48.1274 106.813 2 9335973.0 68.979 0.682536 0.00367354 0.0907911
149 2.0 20.0 0.002 1.0 1626.23288499 10849506.0 12011005.0 40.9667 78.7612 0.0 0.686418 164.947 66.2454 2 10849506.0 116.083 0.466593 0.00619449 0.102691
149 2.0 20.0 0.002 1.0 1643.71481658 8789501.0 10612341.0 34.1004 40.9106 0.0 0.0 51.531 100.923 2 8789501.0 71.4408 0.681943 0.00481103 0.0841926
149 2.0 20.0 0.002 1.0 1656.20619469 14121223.0 9283575.0 31.9866 19.8232 0.0 0.0 122.668 135.265 5 14121223.0 49.5385 0.655995 1.14719 0.999874
149 2.0 20.0 0.002 1.0 1657.63167346 6163308.0 10920075.0 66.8304 41.2047 0.674973 0.0 1110.19 141.223 2 6163308.0 101.922 0.764125 0.00547962 0.430626
149 2.0 20.0 0.002 1.0 1659.83416191 11576289.0 12351517.0 37.0428 30.0415 0.0 0.0 58.9673 134.276 2 11576289.0 63.906 0.680489 0.0049331 0.0437014
149 2.0 20.0 0.002 1.0 1664.45037745 12461264.0 10554200.0 31.1263 29.4007 0.0 0.0 16.3879 135.059 5 12461264.0 57.6094 0.686015 8.25276 0.999952
149 2.0 20.0 0.002 1.0 1665.12861594 6840759.0 6981824.0 41.6616 28.457 0.0 0.0 101.932 144.341 2 6840759.0 66.9354 0.66693 0.00325162 0.0481829
149 2.0 20.0 0.002 1.0 1667.27494592 8789501.0 11565678.0 71.4408 56.0209 0.681943 0.686415 2469.42 135.137 2 8789501.0 120.809 0.721506 0.00991752 0.641544
149 2.0 20.0 0.002 1.0 1673.77923798 6840759.0 15345722.0 66.9354 32.508 0.66693 0.0 1056.37 143.005 2 6840759.0 95.6822 0.597404 0.00543298 0.513306
149 2.0 20.0 0.002 1.0 1676.14015675 7277753.0 5934021.0 15.9361 32.8603 0.0 0.0 160.133 139.529 5 7277753.0 46.8998 0.619138 1.18477 0.999878
149 2.0 20.0 0.002 1.0 1676.29585574 7632264.0 11114413.0 78.0096 41.5433 0.686308 0.0 1067.07 137.111 2 7632264.0 112.861 0.773266 0.00419934 0.3042
149 2.0 20.0 0.002 1.0 1689.60625721 10500005.0 11980734.0 40.8864 41.9795 0.0 0.0 7.5909 140.063 4 10500007.0 78.8671 0.686365 0.000281759 0.451689
149 2.0 20.0 0.002 1.0 1689.94669262 12589893.0 8574994.0 37.2042 37.9238 0.0 0.0 5.51255 145.487 3 12589894.0 71.5021 0.68641 0.000204271 0.824956
149 2.0 20.0 0.002 1.0 1690.58183931 9335973.0 11614504.0 68.979 39.73 0.682536 0.0 1091.64 135.81 2 9335973.0 104.304 0.616112 0.00655004 0.453076
149 2.0 20.0 0.002 1.0 1703.46236138 10091375.0 12270675.0 41.7453 34.7943 0.0 0.0 51.5456 139.891 3 12270676.0 72.8967 0.681941 0.000216797 0.743204
149 2.0 20.0 0.002 1.0 1704.0564466 10817451.0 14164827.0 32.5484 41.0814 0.0 0.0 65.1936 144.443 3 10817453.0 70.1566 0.679094 0.000298675 0.216819
149 2.0 20.0 0.002 1.0 1704.21559436 12270676.0 12589894.0 72.8967 71.5021 0.681941 0.68641 479.098 141.593 2 12270676.0 139.037 0.548804 0.00554006 0.285964
149 2.0 20.0 0.002 1.0 1716.00240561 8744639.0 10817453.0 36.5307 70.1566 0.0 0.679094 184.311 141.515 2 8744639.0 103.565 0.438147 0.00514041 0.206634
149 2.0 20.0 0.002 1.0 1720.49686905 12444768.0 12461264.0 36.1409 57.6094 0.0 0.686015 1156.86 134.751 2 12444768.0 89.8169 0.627653 0.00672087 0.229019
149 2.0 20.0 0.002 1.0 1725.93347267 9366953.0 10777861.0 38.6369 40.6519 0.0 0.0 14.6131 96.85 2 9366953.0 75.4658 0.686107 0.00303298 0.0692619
149 2.0 20.0 0.002 1.0 1730.24719139 7532368.0 10500007.0 20.7334 78.8671 0.0 0.686365 234.454 142.362 2 7532368.0 96.1503 0.688979 0.00387385 0.368159
149 2.0 20.0 0.002 1.0 1734.5904777 8296223.0 10815059.0 32.141 32.7362 0.0 0.0 5.28023 145.627 4 10815060.0 61.7461 0.686414 0.000186058 0.725203
149 2.0 20.0 0.002 1.0 1745.94307012 3623464.0 8768184.0 32.4905 29.5983 0.0 0.0 26.7149 133.582 2 3623464.0 59.1028 0.685272 0.00427537 0.125898
149 2.0 20.0 0.002 1.0 1746.43012774 6385350.0 11330830.0 41.5575 30.1503 0.0 0.0 87.6608 54.9572 2 6385350.0 68.3941 0.67255 0.00445187 0.150393
149 2.0 20.0 0.002 1.0 1755.31519604 10615726.0 11243035.0 40.0676 33.0823 0.0 0.0 54.1198 132.633 3 10615728.0 69.6736 0.681462 0.000207312 0.743933
149 2.0 20.0 0.002 1.0 1756.87846718 7493249.0 12617537.0 40.5324 41.9001 0.0 0.0 9.5457 123.331 2 7493249.0 78.4554 0.68631 0.0115516 0.777137
149 2.0 20.0 0.002 1.0 1772.34794317 10615728.0 10815060.0 69.6736 61.7461 0.681462 0.686414 466.415 136.193 2 10615728.0 125.908 0.619587 0.00809396 0.372994
149 2.0 20.0 0.002 1.0 1773.99450603 8454886.0 7987832.0 14.0266 17.9636 0.0 0.0 69.0265 127.842 5 8454886.0 30.4857 0.67815 0.0635924 0.999283
149 2.0 20.0 0.002 1.0 1784.45365031 7493249.0 12679334.0 78.4554 41.1525 0.68631 0.0 374.199 137.322 2 7493249.0 112.61 0.795667 0.103289 0.985753
149 2.0 20.0 0.002 1.0 1793.2165312 16064427.0 7432925.0 16.5844 26.4013 0.0 0.0 119.97 136.334 5 16064427.0 41.0912 0.657648 1.26801 0.999896
149 2.0 20.0 0.002 1.0 1795.79283698 6200580.0 12944520.0 41.5463 41.4538 0.0 0.0 0.641379 138.717 2 6200580.0 78.9937 0.68646 0.00865903 0.778087
149 2.0 20.0 0.002 1.0 1808.74687126 8070352.0 10611642.0 34.458 41.3404 0.0 0.0 51.5367 121.408 2 8070352.0 72.1908 0.681942 0.00480175 0.549514
149 2.0 20.0 0.002 1.0 1809.20559529 12634743.0 2711913.0 29.3038 27.1184 0.0 0.0 22.2394 135.139 5 12634743.0 53.7056 0.685639 0.770757 0.999821
149 2.0 20.0 0.002 1.0 1811.4608638 7385749.0 9794269.0 41.7415 38.9455 0.0 0.0 19.9068 139.459 4 17885749.0 76.8002 0.685803 0.000279898 0.422989
149 2.0 20.0 0.002 1.0 1818.39254699 6200580.0 10631117.0 78.9937 41.3738 0.68646 0.0 86.9559 137.129 3 10631118.0 116.742 0.458145 0.000350085 0.947878
149 2.0 20.0 0.002 1.0 1818.42989764 9699399.0 2822677.0 29.7194 23.6414 0.0 0.0 64.127 127.672 5 9699399.0 50.8418 0.679345 6.04716 0.999962
149 2.0 20.0 0.002 1.0 1822.8814031 4539147.0 14121223.0 41.2501 49.5385 0.0 0.655995 629.395 135.189 3 14121224.0 86.3209 0.691882 0.000239539 0.88577
149 2.0 20.0 0.002 1.0 1831.54236296 8116587.0 15371925.0 31.0835 23.4476 0.0 0.0 77.9341 125.699 2 8116587.0 51.9861 0.675693 0.002847 0.317915
149 2.0 20.0 0.002 1.0 1866.41396499 2710409.0 10861081.0 32.7658 34.5593 0.0 0.0 15.3157 137.903 2 2710409.0 64.0792 0.686072 0.00222751 0.138969
149 2.0 20.0 0.002 1.0 1866.72006548 10595938.0 12634743.0 36.168 53.7056 0.0 0.685639 65.2694 138.577 2 10595938.0 86.5892 0.555209 0.00383688 0.0680266
149 2.0 20.0 0.002 1.0 1867.42405211 10544186.0 5039061.0 40.8285 30.8483 0.0 0.0 77.5243 135.337 5 10544186.0 68.3303 0.675815 0.0338707 0.997994
149 2.0 20.0 0.002 1.0 1873.44702825 10544186.0 10595938.0 68.3303 86.5892 0.675815 0.555209 334.096 130.083 2 10544186.0 146.761 0.716834 0.00912848 0.318313
149 2.0 20.0 0.002 1.0 1877.47025404 5678340.0 8333544.0 25.3771 34.3194 0.0 0.0 82.9604 130.63 2 5678340.0 56.924 0.674132 0.00354158 0.0673117
149 2.0 20.0 0.002 1.0 1883.72037882 11676535.0 12632840.0 40.16 30.3564 0.0 0.0 77.4137 116.279 2 11676535.0 67.2238 0.675847 0.00676186 0.558357
149 2.0 20.0 0.002 1.0 1886.64590885 5399416.0 9767767.0 34.2396 30.497 0.0 0.0 33.0903 142.795 2 5399416.0 61.6296 0.68463 0.00592211 0.799488
149 2.0 20.0 0.002 1.0 1886.6859502 2710409.0 9935885.0 64.0792 41.7267 0.686072 0.0 186.243 142.313 3 13210409.0 100.722 0.688032 0.000430699 0.212468
149 2.0 20.0 0.002 1.0 1908.88448316 5399416.0 11742008.0 61.6296 35.1809 0.68463 0.0 893.138 154.57 3 11742009.0 92.9118 0.613628 0.000307737 0.553694
149 2.0 20.0 0.002 1.0 1923.08301841 8116587.0 15084019.0 51.9861 34.7855 0.675693 0.0 1184.96 93.3958 2 8116587.0 82.1497 0.732298 0.00479469 0.0521582
149 2.0 20.0 0.002 1.0 1928.88979853 9808035.0 10957957.0 31.5294 35.4562 0.0 0.0 33.5475 124.548 2 9808035.0 63.7711 0.684579 0.0153868 0.842647
149 2.0 20.0 0.002 1.0 1935.397413 301990.0 10557863.0 33.375 19.1694 0.0 0.0 136.665 136.327 2 301990.0 50.3144 0.645923 0.00313232 0.0508819
149 2.0 20.0 0.002 1.0 1938.28301496 1765244.0 10245290.0 16.3523 32.0343 0.0 0.0 154.179 132.422 5 1765244.0 46.4508 0.627849 3.15929 0.99994
149 2.0 20.0 0.002 1.0 1961.65604879 11001253.0 14476796.0 38.3379 35.1241 0.0 0.0 25.1009 128.944 2 11001253.0 69.9275 0.685413 0.00475074 0.0717931
149 2.0 20.0 0.002 1.0 1973.64292838 9692439.0 15300341.0 41.5468 41.2543 0.0 0.0 2.03335 131.175 2 9692439.0 78.8044 0.686453 0.00431265 0.159314
149 2.0 20.0 0.002 1.0 1992.44960892 7323696.0 10885315.0 41.3456 40.5 0.0 0.0 5.94623 154.644 3 10885316.0 77.8957 0.686402 0.000258776 0.561349
149 2.0 20.0 0.002 1.0 2006.29571792 7018918.0 9808035.0 33.2779 63.7711 0.0 0.684579 980.201 130.821 2 7018918.0 93.8387 0.517862 0.00448684 0.156471
149 2.0 20.0 0.002 1.0 2010.58939395 9402580.0 9649771.0 39.3474 35.511 0.0 0.0 29.3688 81.4866 2 9402580.0 71.2612 0.685022 0.00649759 0.0246324
149 2.0 20.0 0.002 1.0 2027.52181482 8571699.0 11070387.0 32.2537 19.0404 0.0 0.0 131.852 138.144 2 8571699.0 49.0904 0.649705 0.140127 0.996827
149 2.0 20.0 0.002 1.0 2027.6579966 62090.0 12745229.0 32.931 37.4131 0.0 0.0 36.4249 135.22 2 62090.0 66.9721 0.684237 0.0091627 0.822456
149 2.0 20.0 0.002 1.0 2041.75922492 10835386.0 8822596.0 33.992 28.526 0.0 0.0 49.6757 135.096 5 10835386.0 59.5394 0.682272 0.111704 0.999227
149 2.0 20.0 0.002 1.0 2044.54863455 9692439.0 10521889.0 78.8044 32.4719 0.686453 0.0 753.105 132.897 2 9692439.0 107.375 0.58012 0.0171099 0.901157
149 2.0 20.0 0.002 1.0 2057.57263188 1934343.0 11000340.0 41.5334 34.5637 0.0 0.0 51.9721 129.975 2 1934343.0 72.4762 0.681863 0.00424063 0.107692
149 2.0 20.0 0.002 1.0 2068.65035129 8748415.0 11904289.0 29.3109 41.2087 0.0 0.0 92.4573 90.4676 2 8748415.0 67.2788 0.670804 0.00449708 0.567214
149 2.0 20.0 0.002 1.0 2072.6157503 10584801.0 11267629.0 38.4184 36.4302 0.0 0.0 15.272 131.202 2 10584801.0 71.2401 0.686074 0.00304304 0.0585975
149 2.0 20.0 0.002 1.0 2076.84058972 10835386.0 11555497.0 59.5394 37.2495 0.682272 0.0 1144.25 129.129 2 10835386.0 92.9914 0.595403 0.00708565 0.125185
149 2.0 20.0 0.002 1.0 2083.50784115 10527297.0 11748785.0 40.3278 33.1366 0.0 0.0 55.4318 133.353 2 10527297.0 69.9759 0.681208 0.0041936 0.307016
149 2.0 20.0 0.002 1.0 2094.37063491 4674975.0 10584801.0 36.1705 71.2401 0.0 0.686074 878.545 129.805 2 4674975.0 103.424 0.582679 0.00648207 0.108447
149 2.0 20.0 0.002 1.0 2108.07566538 10527297.0 13113457.0 69.9759 31.5855 0.681208 0.0 323.723 77.2434 2 10527297.0 95.5941 0.822116 0.0113448 0.752203
149 2.0 20.0 0.002 1.0 2113.70194781 7209453.0 11690997.0 28.6157 36.9853 0.0 0.0 71.4194 134.449 5 7209453.0 62.5217 0.677527 0.575687 0.999752
149 2.0 20.0 0.002 1.0 2113.95466342 10720103.0 13016234.0 23.4316 30.019 0.0 0.0 69.1193 135.576 3 10720105.0 50.9368 0.678127 0.000144944 0.821159
149 2.0 20.0 0.002 1.0 2121.7697509 10658409.0 92882.0 41.1001 42.0878 0.0 0.0 6.83295 139.807 5 10658409.0 79.1733 0.686383 1.54998 0.999858
149 2.0 20.0 0.002 1.0 2131.15699492 7338925.0 1533922.0 16.4348 31.3124 0.0 0.0 150.523 130.147 3 12033922.0 45.8084 0.632367 0.000127946 0.843304
149 2.0 20.0 0.002 1.0 2144.92979275 62090.0 1934343.0 66.9721 72.4762 0.684237 0.681863 454.037 129.46 2 62090.0 132.65 0.682164 0.00833064 0.0433175
149 2.0 20.0 0.002 1.0 2145.83745089 5262406.0 9693955.0 26.5741 34.8293 0.0 0.0 75.0242 127.006 5 5262406.0 58.5301 0.676538 4.5064 0.999946
149 2.0 20.0 0.002 1.0 2152.63316453 10526676.0 10658409.0 30.0629 79.1733 0.0 0.686383 333.854 130.243 2 10526676.0 103.274 0.823679 0.00599136 0.0635195
149 2.0 20.0 0.002 1.0 2174.44959879 3251956.0 6627347.0 41.3369 35.9019 0.0 0.0 40.1641 108.495 2 3251956.0 73.5418 0.683749 0.023067 0.914853
149 2.0 20.0 0.002 1.0 2178.37116679 5262406.0 9809709.0 58.5301 36.9093 0.676538 0.0 96.7429 136.157 2 5262406.0 91.9008 0.566275 0.00434293 0.279672
149 2.0 20.0 0.002 1.0 2181.4814623 8698282.0 9829802.0 39.2059 27.2656 0.0 0.0 97.7813 131.163 2 8698282.0 63.4369 0.668701 0.00401589 0.15922
149 2.0 20.0 0.002 1.0 2191.5775612 4014547.0 6039466.0 30.4694 29.4964 0.0 0.0 9.33611 124.003 2 4014547.0 57.0726 0.686316 0.00389604 0.144074
149 2.0 20.0 0.002 1.0 2197.36245765 8428400.0 9374626.0 17.0724 35.2364 0.0 0.0 160.232 128.974 5 8428400.0 50.2768 0.618974 0.00946348 0.99589
149 2.0 20.0 0.002 1.0 2209.43201518 13179662.0 5886641.0 31.0813 41.4771 0.0 0.0 79.6133 133.558 3 13179663.0 69.1775 0.675186 0.000201397 0.783269
149 2.0 20.0 0.002 1.0 2210.42642027 5262406.0 14229467.0 91.9008 41.1703 0.566275 0.0 660.337 131.613 3 14229468.0 128.057 0.607699 0.000350447 0.929203
149 2.0 20.0 0.002 1.0 2220.12346155 10562764.0 2671635.0 40.5 37.6975 0.0 0.0 20.5846 142.851 4 10562765.0 74.4312 0.685757 0.20044 0.999976
149 2.0 20.0 0.002 1.0 2225.43686007 1876977.0 8698282.0 29.6132 63.4369 0.0 0.668701 1113.51 124.615 2 1876977.0 88.7565 0.699685 0.00799979 0.332643
